year,district,region,season,crop,area_hectares,rainfall_mm,temperature_c,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,fertilizer_kg_ha,yield_tonnes_ha,production_tonnes
2012,Ratnagiri,Konkan,Rabi,Sugarcane,711.56,2170.64,24.39,58.01,6.12,188.66,66.36,43.08,55.46,44.137,31406.19
2017,Nandurbar,Khandesh,Rabi,Rice,957.36,898.24,24.57,50.31,7.16,138.28,51.14,34.5,75.57,2.238,2142.16
2018,Beed,Marathwada,Kharif,Onion,490.58,888.45,26.05,69.29,7.45,65.47,38.81,10.22,50.0,11.11,5450.27
2006,Buldhana,Vidarbha,Kharif,Cotton,619.12,774.86,27.98,53.57,7.3,90.68,34.06,59.52,50.0,1.63,1009.06
2003,Ahmednagar,Western Maharashtra,Kharif,Jowar,881.98,340.08,32.82,55.99,6.56,48.23,34.39,16.12,50.0,0.738,651.33
2020,Beed,Marathwada,Kharif,Soybean,782.9,677.7,28.26,68.14,7.66,59.35,18.02,22.99,50.0,0.74,579.43
2013,Ratnagiri,Konkan,Kharif,Wheat,237.25,4080.62,26.99,66.9,6.72,58.29,54.98,20.58,50.0,0.753,178.58
2019,Kolhapur,Western Maharashtra,Kharif,Cotton,697.71,2302.79,25.92,58.76,6.78,105.06,17.01,49.59,50.0,0.855,596.25
2001,Bhandara,Vidarbha,Rabi,Wheat,2126.33,1153.51,21.99,61.21,6.63,87.95,35.06,27.75,50.0,1.424,3028.65
2005,Chandrapur,Vidarbha,Rabi,Maize,1769.05,958.27,29.5,60.22,6.81,100.29,46.82,20.59,50.0,1.909,3377.87
2020,Beed,Marathwada,Kharif,Onion,253.4,516.3,28.28,66.18,7.2,95.42,55.36,17.38,50.0,10.487,2657.51
2018,Latur,Marathwada,Kharif,Sugarcane,239.59,682.92,25.13,64.08,6.89,194.01,57.1,17.69,50.0,47.386,11353.34
2025,Latur,Marathwada,Kharif,Onion,1200.43,855.5,27.05,70.38,6.94,78.1,41.22,42.83,50.0,15.5,18606.12
2009,Palghar,Konkan,Rabi,Gram,498.46,2820.16,29.04,72.18,6.28,66.28,14.84,10.0,50.0,0.2,99.69
2005,Palghar,Konkan,Kharif,Bajra,961.57,2091.21,26.66,50.16,6.13,64.33,39.03,25.1,50.0,0.538,517.73
2001,Latur,Marathwada,Rabi,Rice,862.63,982.62,27.78,67.02,7.21,112.49,57.74,35.52,63.8,3.101,2675.27
2000,Beed,Marathwada,Kharif,Rice,1509.15,733.24,27.8,67.56,7.62,118.35,56.65,41.16,50.0,2.163,3264.54
2003,Mumbai Suburban,Konkan,Kharif,Gram,324.53,2954.64,25.05,76.01,6.69,32.7,25.08,10.0,50.0,0.53,172.14
2015,Nanded,Marathwada,Kharif,Sugarcane,1905.69,939.22,28.1,69.73,7.59,185.27,74.09,37.26,58.9,41.604,79283.32
2003,Satara,Western Maharashtra,Kharif,Wheat,651.12,1022.38,29.52,76.15,6.62,84.94,39.4,28.03,50.0,0.427,278.04
2019,Chandrapur,Vidarbha,Rabi,Wheat,1263.73,1529.08,30.46,63.51,7.05,86.78,51.4,29.82,50.0,0.324,409.9
2014,Solapur,Western Maharashtra,Rabi,Maize,510.28,558.44,29.99,51.5,8.1,79.87,40.84,10.0,50.0,0.373,190.47
2007,Yavatmal,Vidarbha,Rabi,Sugarcane,164.42,948.52,29.42,68.44,7.12,186.72,62.1,53.27,60.96,62.254,10236.06
2013,Chandrapur,Vidarbha,Rabi,Cotton,1859.29,1154.43,26.86,52.26,6.65,82.63,41.16,25.06,50.0,1.739,3233.49
2013,Nanded,Marathwada,Kharif,Onion,1364.66,1090.71,32.61,76.31,7.21,88.66,38.2,14.93,50.0,2.782,3796.38
2010,Osmanabad,Marathwada,Kharif,Wheat,368.76,695.75,28.94,66.52,7.17,75.98,56.18,23.78,50.0,0.785,289.57
2020,Solapur,Western Maharashtra,Kharif,Wheat,454.92,568.35,28.48,57.32,6.63,90.83,52.7,28.79,50.0,1.025,466.13
2005,Thane,Konkan,Rabi,Jowar,1127.25,2747.4,30.39,69.4,6.49,71.37,33.48,28.77,50.0,0.593,668.72
2010,Nashik,Western Maharashtra,Rabi,Wheat,615.99,871.54,21.97,72.29,6.7,84.11,47.41,35.27,50.0,1.964,1209.52
2004,Jalgaon,Khandesh,Kharif,Onion,634.56,923.41,27.43,68.5,7.31,63.02,38.4,23.24,50.0,10.959,6954.05
2020,Aurangabad,Marathwada,Kharif,Gram,551.74,396.95,30.09,51.54,6.97,38.63,10.0,10.0,50.0,0.277,152.91
2014,Latur,Marathwada,Rabi,Onion,2990.82,603.17,22.95,66.66,6.8,70.74,43.69,21.96,50.0,19.875,59441.18
2000,Latur,Marathwada,Kharif,Cotton,3357.58,582.59,25.74,62.82,7.17,75.96,46.21,40.99,50.0,1.5,5035.24
2019,Ratnagiri,Konkan,Kharif,Wheat,1028.76,4414.86,27.7,73.64,5.78,82.41,48.48,26.41,50.0,0.336,345.59
2025,Dhule,Khandesh,Kharif,Jowar,1088.15,498.32,27.44,60.42,7.15,75.25,24.81,11.61,50.0,1.371,1492.34
2012,Nashik,Western Maharashtra,Kharif,Soybean,333.5,719.57,25.22,71.29,7.0,70.12,30.85,14.93,50.0,1.762,587.56
2002,Nandurbar,Khandesh,Kharif,Wheat,415.65,1058.9,28.49,69.49,7.4,72.54,29.19,11.98,50.0,0.402,166.97
2018,Bhandara,Vidarbha,Kharif,Cotton,1261.65,1125.51,26.63,67.75,6.17,95.21,37.47,20.14,50.0,1.499,1891.8
2014,Jalgaon,Khandesh,Kharif,Cotton,1125.8,797.42,26.85,58.7,6.77,97.77,28.45,12.33,50.0,1.83,2060.29
2001,Mumbai Suburban,Konkan,Kharif,Bajra,762.29,2688.75,25.92,52.67,6.58,49.9,27.38,33.47,50.0,0.584,445.0
2023,Palghar,Konkan,Rabi,Onion,275.65,2720.87,27.82,59.02,6.54,97.58,55.4,16.46,50.0,6.362,1753.6
2013,Thane,Konkan,Kharif,Maize,353.29,1215.92,25.29,61.68,7.19,73.69,44.21,25.23,50.0,2.427,857.31
2008,Nandurbar,Khandesh,Rabi,Soybean,1633.63,685.54,30.27,42.61,7.33,86.05,35.22,10.0,50.0,0.921,1505.03
2000,Sangli,Western Maharashtra,Kharif,Soybean,512.47,744.37,24.69,65.72,7.11,49.47,50.97,39.98,50.0,2.05,1050.43
2023,Jalgaon,Khandesh,Rabi,Rice,1092.55,578.79,23.25,54.38,7.04,119.65,58.51,33.39,62.66,1.657,1809.96
2017,Chandrapur,Vidarbha,Kharif,Cotton,128.02,1091.27,28.1,50.32,6.15,89.87,34.4,30.07,50.0,1.525,195.23
2000,Gadchiroli,Vidarbha,Kharif,Soybean,635.3,1209.37,29.25,57.79,7.0,63.85,40.45,21.08,50.0,1.213,770.49
2010,Latur,Marathwada,Kharif,Wheat,635.11,876.68,25.57,64.29,6.63,81.52,49.85,21.01,50.0,1.256,797.94
2016,Thane,Konkan,Kharif,Gram,1020.79,2825.15,24.97,56.58,6.68,50.18,19.53,31.86,50.0,0.446,455.68
2024,Dhule,Khandesh,Kharif,Wheat,184.23,523.9,32.04,49.89,7.57,118.28,47.21,37.75,50.0,0.25,46.09
2012,Jalna,Marathwada,Rabi,Wheat,243.75,735.13,24.92,73.36,7.44,69.45,68.3,12.1,50.0,1.349,328.81
2003,Hingoli,Marathwada,Rabi,Gram,885.81,804.93,27.22,60.8,6.64,39.58,13.26,10.0,50.0,0.585,518.31
2006,Nashik,Western Maharashtra,Kharif,Gram,893.48,1030.96,27.11,74.59,6.57,30.44,38.64,40.65,50.0,0.427,381.87
2004,Gondia,Vidarbha,Kharif,Jowar,945.75,1114.76,25.05,50.0,6.41,74.79,17.58,23.13,50.0,0.981,927.45
2008,Osmanabad,Marathwada,Rabi,Maize,665.62,718.64,22.27,70.32,7.74,95.55,42.42,14.57,50.0,1.059,704.99
2001,Nanded,Marathwada,Kharif,Maize,938.14,631.78,28.41,63.4,7.07,88.43,21.34,10.0,50.0,2.296,2154.25
2011,Latur,Marathwada,Kharif,Cotton,491.0,791.49,27.39,70.76,7.07,100.88,28.01,10.0,50.0,1.739,853.91
2009,Aurangabad,Marathwada,Kharif,Bajra,350.2,601.74,20.56,63.59,7.09,68.1,17.52,24.75,50.0,0.348,121.94
2014,Ahmednagar,Western Maharashtra,Kharif,Bajra,776.22,520.9,26.79,59.65,7.03,15.0,14.84,15.63,50.0,1.07,830.17
2014,Aurangabad,Marathwada,Kharif,Wheat,109.29,580.27,27.59,56.0,7.08,77.84,41.85,34.39,50.0,1.433,156.6
2010,Nagpur,Vidarbha,Rabi,Sugarcane,873.42,995.37,25.46,70.95,7.24,189.55,71.78,35.32,53.57,54.307,47432.98
2018,Wardha,Vidarbha,Kharif,Sugarcane,1641.83,769.31,28.53,58.44,6.55,176.21,64.74,36.11,72.67,69.189,113596.86
2011,Thane,Konkan,Kharif,Maize,517.37,1861.2,29.03,61.76,6.55,87.43,29.45,15.38,50.0,1.085,561.11
2025,Jalna,Marathwada,Kharif,Gram,881.01,705.22,31.57,68.95,7.54,39.75,10.0,14.41,50.0,0.2,176.2
2013,Latur,Marathwada,Kharif,Jowar,781.69,788.01,28.02,63.63,7.13,81.04,38.04,14.13,50.0,1.523,1190.89
2006,Aurangabad,Marathwada,Rabi,Maize,379.66,747.19,28.8,78.13,7.13,105.08,40.84,29.84,50.0,1.98,751.65
2002,Ahmednagar,Western Maharashtra,Rabi,Cotton,928.88,610.84,23.01,61.01,5.95,106.25,28.57,35.52,50.0,0.855,794.41
2025,Chandrapur,Vidarbha,Rabi,Soybean,2636.2,1309.6,30.65,65.63,7.18,58.69,26.8,21.67,50.0,0.579,1525.93
2002,Jalna,Marathwada,Rabi,Wheat,2440.33,796.82,27.24,49.87,6.98,83.23,73.17,20.6,50.0,1.303,3180.68
2015,Nashik,Western Maharashtra,Rabi,Bajra,633.73,859.42,24.49,48.18,6.97,33.86,33.21,10.0,50.0,0.653,413.62
2001,Nandurbar,Khandesh,Rabi,Wheat,1073.8,713.02,26.34,69.29,6.63,57.88,50.69,15.59,50.0,1.545,1658.91
2003,Dhule,Khandesh,Rabi,Bajra,537.24,774.96,28.68,68.2,6.68,40.95,14.78,24.9,50.0,0.869,466.6
2016,Nagpur,Vidarbha,Kharif,Jowar,801.47,668.73,24.72,45.7,6.83,46.1,40.9,10.0,50.0,1.423,1140.58
2006,Bhandara,Vidarbha,Kharif,Soybean,576.83,800.64,25.53,55.33,6.6,74.64,31.92,10.0,50.0,1.753,1010.96
2008,Palghar,Konkan,Kharif,Gram,171.92,2080.8,21.85,45.58,6.65,46.12,28.49,14.82,50.0,0.547,94.02
2014,Ratnagiri,Konkan,Kharif,Sugarcane,394.46,3043.35,26.93,60.05,6.53,197.39,64.81,30.64,58.13,41.096,16211.05
2015,Jalna,Marathwada,Kharif,Rice,480.12,412.0,29.22,58.41,7.13,136.24,54.61,11.86,53.88,2.047,982.58
2004,Jalna,Marathwada,Kharif,Sugarcane,419.09,656.93,28.86,63.11,7.02,197.14,41.99,20.11,50.0,48.026,20127.38
2023,Jalna,Marathwada,Rabi,Bajra,582.98,571.19,25.61,78.05,6.9,93.31,24.89,23.97,50.0,1.108,645.82
2001,Jalna,Marathwada,Rabi,Bajra,1893.86,561.63,28.27,56.28,6.87,57.78,40.04,13.29,50.0,1.545,2926.07
2020,Dhule,Khandesh,Kharif,Wheat,3425.84,630.17,25.29,68.02,7.12,97.95,36.2,21.47,50.0,1.703,5834.08
2005,Nashik,Western Maharashtra,Kharif,Jowar,668.68,825.28,28.92,64.58,6.76,77.11,29.55,25.25,50.0,1.089,728.16
2007,Dhule,Khandesh,Kharif,Jowar,114.72,881.44,25.77,65.83,6.92,46.45,45.09,41.52,50.0,1.364,156.46
2014,Mumbai Suburban,Konkan,Rabi,Soybean,334.61,2160.88,29.52,68.42,6.22,85.61,22.58,16.16,50.0,0.497,166.16
2023,Pune,Western Maharashtra,Kharif,Cotton,350.96,897.83,28.68,62.74,6.48,103.65,29.33,22.59,50.78,1.789,627.95
2018,Thane,Konkan,Kharif,Cotton,1010.68,1782.02,28.85,59.86,6.78,86.62,22.38,24.55,61.12,0.895,904.59
2006,Solapur,Western Maharashtra,Kharif,Gram,655.08,674.0,27.1,59.61,6.68,49.11,33.13,22.69,50.0,0.623,408.34
2012,Dhule,Khandesh,Kharif,Cotton,2492.96,761.6,25.41,61.17,6.67,83.14,47.47,35.92,50.0,2.013,5017.62
2021,Mumbai Suburban,Konkan,Rabi,Maize,422.74,2597.98,22.82,53.52,7.12,75.51,22.54,10.0,50.0,1.351,571.31
2003,Jalgaon,Khandesh,Kharif,Jowar,690.07,667.81,26.79,61.52,7.26,51.14,30.8,12.73,50.0,0.963,664.28
2023,Ahmednagar,Western Maharashtra,Kharif,Bajra,457.94,629.77,24.16,63.77,6.33,57.28,36.12,10.0,50.0,0.77,352.52
2021,Gadchiroli,Vidarbha,Kharif,Gram,1285.85,1709.69,24.24,68.31,6.2,60.6,15.03,13.27,50.0,0.437,562.34
2021,Buldhana,Vidarbha,Rabi,Onion,1144.75,572.94,28.24,61.93,6.84,74.05,33.99,16.52,50.0,10.872,12445.91
2000,Satara,Western Maharashtra,Kharif,Wheat,3006.19,1119.92,27.95,70.04,6.41,106.05,27.07,16.95,50.0,0.621,1868.07
2019,Nashik,Western Maharashtra,Kharif,Sugarcane,599.32,647.38,25.78,60.9,6.68,170.64,72.63,31.43,55.53,61.811,37044.44
2022,Jalgaon,Khandesh,Rabi,Soybean,3464.35,718.93,30.46,63.76,7.56,80.83,35.5,28.44,50.0,0.715,2475.62
2010,Raigad,Konkan,Rabi,Onion,939.94,2289.29,27.05,71.36,6.03,81.36,39.6,25.48,50.0,4.796,4508.19
2013,Raigad,Konkan,Rabi,Jowar,1436.38,963.76,28.01,69.14,6.76,50.78,41.88,10.0,50.0,1.155,1658.46
2002,Pune,Western Maharashtra,Kharif,Onion,4422.88,564.41,27.52,63.32,7.11,91.34,44.09,23.9,50.0,12.975,57387.3
2002,Satara,Western Maharashtra,Kharif,Cotton,880.57,860.0,24.88,45.14,6.93,87.17,36.01,35.48,50.0,1.741,1532.66
2006,Mumbai Suburban,Konkan,Rabi,Gram,559.76,2800.88,27.88,59.98,7.09,33.85,26.31,10.0,50.0,0.231,129.49
2009,Nanded,Marathwada,Rabi,Wheat,1514.2,1078.05,28.91,65.75,7.86,75.74,42.66,39.1,52.44,0.2,302.84
2005,Kolhapur,Western Maharashtra,Rabi,Onion,1924.7,1200.53,27.93,56.4,6.42,92.65,48.17,13.35,50.0,9.281,17863.09
2016,Gadchiroli,Vidarbha,Kharif,Cotton,2599.92,1243.44,25.32,76.44,6.52,65.85,26.4,13.83,52.15,1.175,3055.27
2017,Akola,Vidarbha,Kharif,Cotton,353.47,754.02,29.71,73.29,6.52,68.47,33.32,34.08,50.0,1.881,664.88
2022,Raigad,Konkan,Rabi,Gram,1407.64,2573.7,32.65,55.82,6.34,46.61,38.68,28.3,50.0,0.2,281.53
2022,Jalgaon,Khandesh,Rabi,Wheat,973.72,587.61,27.84,67.92,7.53,96.41,52.69,10.0,50.0,0.931,906.9
2021,Wardha,Vidarbha,Kharif,Rice,1093.5,678.45,28.85,35.69,6.65,121.91,42.78,45.13,50.0,3.397,3714.2
2025,Amravati,Vidarbha,Rabi,Cotton,849.12,718.43,31.5,66.94,6.8,85.68,39.71,27.76,50.64,1.662,1411.34
2021,Parbhani,Marathwada,Rabi,Rice,397.86,1253.39,30.13,80.64,7.53,85.5,54.02,42.22,60.06,1.953,776.82
2016,Dhule,Khandesh,Rabi,Soybean,677.83,569.65,29.06,64.1,7.31,66.39,31.49,33.47,50.0,1.124,762.15
2005,Solapur,Western Maharashtra,Rabi,Onion,1310.03,356.57,25.89,74.67,6.73,100.45,60.34,21.73,50.0,14.797,19383.89
2000,Beed,Marathwada,Kharif,Jowar,1228.86,703.09,28.7,69.83,7.34,79.4,32.85,20.06,50.0,1.392,1710.0
2005,Dhule,Khandesh,Kharif,Rice,634.04,515.45,24.52,58.97,7.05,120.97,43.2,31.47,57.48,2.07,1312.29
2000,Aurangabad,Marathwada,Kharif,Bajra,1595.5,508.02,26.85,54.12,7.3,64.58,11.46,10.0,50.0,0.898,1432.86
2011,Wardha,Vidarbha,Kharif,Cotton,3378.8,1087.47,28.32,68.5,7.27,139.78,45.52,41.72,50.0,1.914,6465.43
2007,Solapur,Western Maharashtra,Rabi,Onion,1386.13,397.76,30.65,70.55,7.17,54.41,36.6,37.36,50.0,5.48,7596.23
2008,Washim,Vidarbha,Kharif,Jowar,817.51,608.21,28.47,66.41,7.06,64.0,23.36,16.36,50.0,1.296,1059.19
2001,Solapur,Western Maharashtra,Kharif,Bajra,960.6,578.11,29.56,66.84,7.0,65.68,26.97,25.3,50.0,1.157,1111.56
2022,Gondia,Vidarbha,Kharif,Wheat,4832.83,874.51,27.2,46.76,6.22,97.42,60.77,46.76,50.0,1.013,4895.27
2013,Palghar,Konkan,Rabi,Jowar,260.71,2199.32,24.7,62.89,5.89,68.26,32.23,27.79,50.0,0.493,128.61
2001,Sangli,Western Maharashtra,Kharif,Cotton,795.27,632.65,24.86,72.44,7.65,99.6,44.11,27.31,50.0,0.871,692.57
2021,Parbhani,Marathwada,Kharif,Gram,901.89,807.57,24.24,65.07,7.09,36.64,34.2,11.25,50.0,0.631,569.28
2004,Sindhudurg,Konkan,Kharif,Jowar,1715.4,2174.09,25.64,51.1,6.02,63.5,34.9,11.14,50.0,0.497,853.08
2016,Parbhani,Marathwada,Kharif,Bajra,417.3,861.43,24.59,63.93,7.31,20.4,26.95,10.0,50.0,0.468,195.48
2009,Mumbai Suburban,Konkan,Kharif,Sugarcane,825.92,2099.47,27.31,54.99,6.45,166.89,54.65,28.56,64.41,66.116,54606.55
2015,Nagpur,Vidarbha,Kharif,Jowar,516.31,1572.82,27.64,80.13,7.16,66.7,42.63,25.15,50.0,0.764,394.57
2023,Kolhapur,Western Maharashtra,Rabi,Maize,1379.23,1839.81,25.2,69.76,6.79,97.79,15.81,10.0,50.0,1.239,1708.77
2019,Hingoli,Marathwada,Kharif,Soybean,949.49,711.92,26.55,49.65,7.26,66.49,35.93,18.35,50.0,1.686,1600.4
2007,Palghar,Konkan,Rabi,Soybean,2029.86,2707.61,25.23,72.23,5.98,73.76,29.06,31.57,50.0,0.634,1287.89
2015,Kolhapur,Western Maharashtra,Kharif,Rice,1188.32,1732.55,24.44,63.29,6.14,125.82,53.19,37.64,50.0,2.358,2801.67
2021,Washim,Vidarbha,Rabi,Maize,819.3,721.69,27.79,64.26,7.59,81.33,32.15,28.69,50.0,1.423,1165.96
2020,Latur,Marathwada,Rabi,Onion,599.14,661.63,26.07,63.24,7.01,83.47,41.87,22.16,50.0,16.073,9629.72
2002,Gondia,Vidarbha,Kharif,Gram,446.76,1567.83,26.2,66.77,6.43,44.51,31.0,22.34,50.0,0.34,152.01
2022,Mumbai Suburban,Konkan,Rabi,Bajra,1087.53,3271.88,29.59,60.22,6.94,68.42,48.87,16.97,50.0,0.595,646.67
2008,Nagpur,Vidarbha,Kharif,Gram,1779.32,1055.99,30.85,63.97,6.31,19.59,41.74,16.3,50.0,0.2,355.86
2013,Nanded,Marathwada,Kharif,Rice,647.61,1171.88,26.2,78.2,7.36,139.31,54.63,29.12,65.41,2.41,1560.84
2014,Dhule,Khandesh,Kharif,Bajra,617.73,424.16,26.27,50.47,6.89,54.24,26.09,10.0,50.0,1.083,668.75
2004,Parbhani,Marathwada,Kharif,Bajra,784.4,1012.16,30.58,74.07,7.49,83.95,52.01,30.74,50.0,0.392,307.4
2001,Beed,Marathwada,Kharif,Rice,1147.82,688.68,31.04,71.22,7.21,80.33,49.48,45.96,62.65,1.915,2197.75
2000,Sangli,Western Maharashtra,Kharif,Sugarcane,1956.95,556.95,27.7,57.82,6.3,189.79,66.77,45.03,75.11,52.88,103483.83
2022,Buldhana,Vidarbha,Kharif,Wheat,856.79,754.91,26.29,63.57,7.48,89.19,46.37,25.8,54.63,0.891,763.7
2024,Dhule,Khandesh,Rabi,Gram,2801.95,606.36,26.67,63.26,7.01,48.2,22.24,10.0,50.0,0.627,1755.64
2002,Ahmednagar,Western Maharashtra,Rabi,Sugarcane,1260.7,430.6,24.86,59.54,6.72,185.45,72.09,36.55,61.81,50.129,63197.33
2014,Solapur,Western Maharashtra,Kharif,Sugarcane,638.64,466.91,26.67,60.48,7.12,176.37,46.89,29.17,59.25,50.236,32082.45
2013,Gondia,Vidarbha,Kharif,Gram,4985.79,1220.54,22.58,60.28,6.03,66.45,28.94,27.83,50.0,0.433,2160.85
2003,Sindhudurg,Konkan,Rabi,Rice,378.64,2563.03,28.75,67.59,6.12,117.85,62.12,22.59,54.39,1.887,714.54
2015,Sangli,Western Maharashtra,Kharif,Gram,533.31,624.01,25.6,61.55,6.35,44.61,20.7,10.0,50.0,0.705,376.12
2025,Gondia,Vidarbha,Kharif,Wheat,656.36,867.21,26.82,53.64,6.36,86.13,36.16,17.68,50.0,1.171,768.93
2021,Nanded,Marathwada,Kharif,Rice,1374.65,698.16,26.23,46.24,7.1,123.31,58.22,35.53,50.44,2.933,4032.48
2007,Hingoli,Marathwada,Kharif,Sugarcane,2215.2,457.83,24.58,64.67,7.21,182.1,54.76,43.24,73.82,36.645,81175.76
2002,Ahmednagar,Western Maharashtra,Kharif,Onion,547.14,374.24,25.69,74.41,7.09,92.77,31.15,21.65,50.0,12.964,7093.24
2009,Bhandara,Vidarbha,Rabi,Wheat,220.68,798.21,26.55,51.03,6.19,55.64,52.45,10.0,50.0,0.869,191.72
2025,Palghar,Konkan,Kharif,Sugarcane,2219.71,2178.67,26.19,40.92,6.25,176.97,75.44,46.83,65.97,49.481,109834.34
2012,Mumbai Suburban,Konkan,Kharif,Onion,499.44,2530.21,27.59,61.85,6.32,87.21,56.25,10.0,50.0,5.906,2949.76
2017,Yavatmal,Vidarbha,Kharif,Sugarcane,698.23,911.42,28.97,66.69,7.01,171.46,59.11,33.52,50.0,59.477,41528.41
2002,Aurangabad,Marathwada,Kharif,Rice,645.23,725.8,27.24,83.7,7.41,123.49,60.77,32.8,53.25,2.16,1393.4
2005,Dhule,Khandesh,Kharif,Wheat,142.18,586.94,30.2,65.93,7.79,74.44,42.88,19.48,50.0,0.349,49.6
2012,Satara,Western Maharashtra,Kharif,Maize,845.02,1108.27,28.32,75.34,7.06,81.65,45.29,10.0,50.0,1.909,1612.77
2001,Washim,Vidarbha,Rabi,Bajra,4744.35,700.73,28.54,60.94,6.96,66.45,27.7,22.4,50.0,1.124,5330.36
2015,Ahmednagar,Western Maharashtra,Kharif,Jowar,611.41,569.64,31.28,65.6,7.02,61.09,38.21,10.0,50.0,0.93,568.53
2022,Solapur,Western Maharashtra,Rabi,Rice,481.46,325.18,27.08,63.18,7.89,118.91,48.67,34.41,50.0,0.87,418.67
2009,Palghar,Konkan,Rabi,Bajra,725.57,3129.48,27.13,90.97,6.32,86.41,31.11,11.66,50.0,0.649,471.24
2016,Aurangabad,Marathwada,Kharif,Sugarcane,413.92,494.39,26.74,56.16,7.22,176.06,61.57,24.26,72.66,41.034,16984.82
2021,Hingoli,Marathwada,Rabi,Bajra,613.39,907.82,28.77,67.38,7.23,75.97,10.0,10.0,50.0,0.659,404.12
2002,Aurangabad,Marathwada,Kharif,Jowar,1095.81,698.46,30.31,72.94,7.51,49.12,22.72,10.0,50.0,0.785,859.97
2007,Kolhapur,Western Maharashtra,Kharif,Cotton,666.09,1314.6,22.07,51.35,5.44,73.81,36.79,43.09,50.0,0.255,169.89
2014,Osmanabad,Marathwada,Kharif,Onion,815.04,676.86,24.53,56.29,7.14,86.25,43.37,14.36,50.0,15.63,12738.68
2025,Nagpur,Vidarbha,Rabi,Rice,1480.07,917.21,28.85,61.29,6.73,111.36,56.34,25.97,51.51,3.151,4663.47
2009,Washim,Vidarbha,Kharif,Sugarcane,1153.37,709.13,27.58,68.67,7.27,172.13,56.47,32.93,50.0,41.353,47696.0
2025,Nagpur,Vidarbha,Kharif,Cotton,206.23,920.66,26.46,64.53,6.47,90.0,43.73,31.89,57.28,2.205,454.8
2014,Wardha,Vidarbha,Kharif,Gram,1660.52,1053.54,29.8,50.7,6.92,51.97,33.96,10.0,50.0,0.2,332.1
2023,Gondia,Vidarbha,Kharif,Onion,251.94,1369.64,24.19,45.49,5.97,75.08,34.69,35.28,50.0,7.537,1898.81
2022,Sangli,Western Maharashtra,Rabi,Cotton,516.6,637.93,24.68,64.6,6.96,80.47,15.96,29.11,50.0,1.589,820.91
2017,Nanded,Marathwada,Kharif,Maize,306.93,1047.99,23.69,61.74,7.17,79.17,34.77,13.79,50.0,2.069,634.95
2019,Palghar,Konkan,Kharif,Jowar,3607.91,1777.97,25.87,54.6,6.11,80.3,36.22,10.0,50.0,0.62,2238.26
2018,Aurangabad,Marathwada,Kharif,Bajra,826.12,710.55,29.93,53.69,7.23,51.57,33.31,16.58,50.0,0.88,726.58
2023,Gadchiroli,Vidarbha,Rabi,Cotton,792.43,1411.6,25.99,67.03,6.97,89.02,17.03,39.44,54.83,1.132,896.69
2025,Sangli,Western Maharashtra,Kharif,Jowar,2320.87,556.97,25.7,59.75,7.68,37.08,15.2,39.25,50.0,0.708,1643.07
2013,Dhule,Khandesh,Kharif,Sugarcane,1069.38,719.72,23.79,77.1,6.74,185.93,63.21,48.18,58.96,51.148,54696.71
2011,Wardha,Vidarbha,Rabi,Sugarcane,500.94,839.72,27.84,75.03,7.26,179.66,46.34,52.48,50.0,55.911,28008.12
2013,Nanded,Marathwada,Kharif,Gram,1794.12,837.0,28.8,48.52,6.7,58.52,30.67,14.96,50.0,0.351,629.08
2007,Jalgaon,Khandesh,Kharif,Sugarcane,673.06,817.98,26.74,71.71,7.06,193.53,62.49,38.35,60.03,64.018,43087.64
2018,Buldhana,Vidarbha,Rabi,Cotton,526.31,493.41,24.62,59.02,6.84,66.34,20.57,36.71,50.0,1.374,722.99
2013,Osmanabad,Marathwada,Kharif,Maize,948.56,906.66,32.0,71.55,7.58,105.17,36.95,23.75,50.0,0.573,543.28
2016,Nashik,Western Maharashtra,Kharif,Gram,939.61,856.76,25.26,59.68,6.4,51.61,20.15,10.0,50.0,0.685,643.69
2020,Osmanabad,Marathwada,Rabi,Maize,944.99,763.34,26.57,79.06,6.89,93.52,39.47,10.0,50.0,2.783,2629.87
2003,Parbhani,Marathwada,Kharif,Bajra,666.23,735.59,30.27,63.94,6.95,56.41,26.04,12.3,50.0,0.997,664.31
2022,Chandrapur,Vidarbha,Kharif,Onion,279.7,886.89,25.82,58.72,6.72,73.86,38.77,10.0,50.0,15.396,4306.22
2015,Bhandara,Vidarbha,Rabi,Wheat,1242.31,694.96,25.05,58.37,6.5,97.07,45.54,35.25,52.85,1.744,2167.0
2019,Parbhani,Marathwada,Kharif,Bajra,804.36,876.75,29.57,56.43,7.07,35.54,17.36,11.34,50.0,0.714,574.55
2014,Ratnagiri,Konkan,Kharif,Cotton,492.04,3078.61,24.26,62.98,5.9,74.54,37.75,31.36,50.0,0.374,183.78
2017,Osmanabad,Marathwada,Rabi,Soybean,451.25,781.55,30.36,62.2,7.4,61.1,27.49,25.25,50.0,0.953,430.04
2000,Amravati,Vidarbha,Rabi,Onion,829.26,976.33,27.19,69.49,7.61,86.22,54.16,18.89,50.0,7.685,6372.59
2001,Osmanabad,Marathwada,Rabi,Rice,775.81,746.48,29.09,60.91,7.32,123.92,63.77,55.92,50.0,2.489,1930.85
2024,Nagpur,Vidarbha,Kharif,Rice,758.2,852.69,28.66,63.92,6.74,125.17,60.28,13.45,50.0,2.995,2270.47
